ID_Client;Segment;Type_Client;Saison;Canal_reservation;Type_canal;Annulee;Mois_sejour;Sexe;Niveau_revenus;Pays;Province;Ville;Type_chambre;Numero_chambre;Nuits;Rev_Chambre;Tarif_applique;Rev_Banquet;Rev_Resto;Rev_Spa;Type_Forfait;Satisfaction_NPS;Total_Facture
AB-09438;Affaires_Solo;Interne;Haute;Booking.com;Intermediaire;Oui;9;F;Faible;États-Unis;California;Non spécifié;Classique;40;0;0.0;319.34499999999997;0.0;0.0;0.0;Forfait Gastronomique;;0.0
AB-09439;Local_Gourmet;Externe;Haute;Site Web de l'hôtel;Direct;Non;7;F;Moyen;Europe;France;Marseille;Suite junior;88;0;0.0;483.18999999999994;0.0;89.95377210955627;32.09721958175671;Forfait Gastronomique;5.916461822024923;148.94392108388678
AB-09440;Affaires_Solo;Interne;Basse;Trip.com;Intermediaire;Oui;9;F;Élevé;Canada;Québec;Montréal;Classique;18;0;0.0;319.34499999999997;0.0;0.0;0.0;Chambre Seule;;0.0
AB-09441;Local_Gourmet;Externe;Haute;Booking.com;Intermediaire;Non;2;M;Faible;Canada;Autre;Non spécifié;Classique;40;0;0.0;249.98499999999999;0.0;131.52418600855407;0.0;Forfait Gastronomique;5.806039139873078;127.09451584285513
AB-09442;Affaires_Solo;Interne;Basse;Site Web de l'hôtel;Direct;Non;6;M;Moyen;Europe;France;Lyon;Classique;51;1;342.465;342.465;0.0;56.92933203377876;;Forfait Gastronomique;7.398636960646449;415.8171730169214
AB-09443;Local_Gourmet;Externe;Haute;Site Web de l'hôtel;Direct;Non;9;F;Moyen;Europe;France;Lyon;deluxe;78;0;0.0;346.96999999999997;0.0;161.5097047594659;22.32101385798241;Forfait Gastronomique;6.426619488096725;196.9563710713564
AB-09444;Affaires_Solo;Interne;Haute;Courriel à l'hôtel;Direct;Non;9;M;Faible;États-Unis;New York;Rochester;Classique;34;1;319.34499999999997;319.34499999999997;0.0;74.6853631814133;6.323180105328147;Chambre Seule;4.869653026789172;410.5148291020468
AB-09445;Congressiste;Interne;Basse;Courriel à l'hôtel;Direct;Non;6;F;Faible;États-Unis;Autre;Non spécifié;Classique;37;2;684.93;342.465;452.66971728121194;25.36643311519956;23.228221563288926;Chambre Seule;7.728813966810142;757.3715348241983
AB-09446;Loisirs_Couple;Interne;Haute;Trivago;Intermediaire;Oui;11;Autre;Faible;États-Unis;New York;Rochester;deluxe;69;0;0.0;290.44999999999993;0.0;0.0;0.0;Forfait Gastronomique;;0.0
AB-09447;Loisirs_Couple;Interne;Haute;Booking.com;Intermediaire;Non;5;F;Moyen;Canada;Ontario;Toronto;Classique;55;2;604.01;302.005;0.0;64.13671279357986;194.54984511042935;Chambre Seule;8.786921771069757;919.4729553624969
AB-09448;Local_Gourmet;Externe;Haute;Autre OTA;Intermediaire;Oui;11;F;Moyen;États-Unis;New York;New York;Suite senior;91;0;0.0;531.8749999999999;0.0;0.0;0.0;Chambre Seule;;0.0
AB-09449;Congressiste;Interne;Basse;Site Web de l'hôtel;Direct;Non;6;M;Élevé;États-Unis;New York;Rochester;Classique;9;3;1027.395;342.465;476.32445499367543;24.097599855353558;;Chambre Seule;7.182854847969475;1085.1002427072806
AB-09450;Congressiste;Interne;Haute;Autre OTA;Intermediaire;Non;11;M;Moyen;Canada;Québec;Laval;deluxe;76;2;580.8999999999999;290.44999999999993;270.41182365574116;75.31506731413138;0.0;Chambre Seule;5.436832169548995;671.1478306865969
AB-09451;Affaires_Solo;Interne;Haute;Site Web de l'hôtel;Direct;Non;3;F;Élevé;Europe;France;Marseille;Classique;20;6;1707.9899999999998;284.66499999999996;0.0;54.770907110302126;26.209122140885576;Chambre Seule;5.986923121805525;1800.5744124288697
AB-09452;Congressiste;Interne;Basse;Booking.com;Intermediaire;Oui;11;F;Faible;Canada;Québec;Montréal;Classique;42;0;0.0;267.32499999999993;0.0;0.0;0.0;Chambre Seule;;4.158027257204452
AB-09453;Loisirs_Couple;Interne;Haute;Booking.com;Intermediaire;Non;11;M;Moyen;États-Unis;California;Non spécifié;Suite senior;95;4;2127.4999999999995;531.8749999999999;0.0;86.39085808619168;221.98754606372978;Forfait Gastronomique;7.430898283882696;2504.8560233403414
AB-09454;Affaires_Solo;Interne;Haute;Booking.com;Intermediaire;Oui;2;F;Élevé;Canada;Québec;Québec;Classique;61;0;0.0;249.98499999999999;0.0;0.0;0.0;Forfait Gastronomique;;2.299243454179375
AB-09455;Local_Spa;Externe;Haute;Téléphone à l'hôtel;Direct;Non;11;F;Moyen;Canada;Ontario;Ottawa;deluxe;83;0;0.0;290.44999999999993;0.0;14.591061818747468;107.75082618818658;Chambre Seule;7.6337112241524965;163.90421835404192
AB-09456;Congressiste;Interne;Basse;Site Web de l'hôtel;Direct;Non;8;M;Moyen;Autre;—;Non spécifié;Classique;62;4;1439.2199999999998;359.80499999999995;177.38619547401052;20.289757504564637;0.0;Chambre Seule;6.8701681461106485;1454.21573775765
AB-09457;Loisirs_Couple;Interne;Haute;Booking.com;Intermediaire;Non;2;F;Moyen;États-Unis;Autre;Non spécifié;Suite junior;86;1;365.03;365.03;0.0;103.60883653503059;158.85165899742577;Forfait Gastronomique;8.80859865624426;693.3204580832522
AB-09458;Local_Spa;Externe;Basse;Site Web de l'hôtel;Direct;Non;9;M;Faible;Canada;Québec;Montréal;Suite exécutive;98;0;0.0;903.89;0.0;6.830601226629653;124.8480486620384;Chambre Seule;9.268237441941642;170.33985229721821
AB-09459;Loisirs_Couple;Interne;Haute;Trip.com;Intermediaire;Non;3;F;Élevé;Europe;Autre;Non spécifié;Classique;32;3;853.9949999999999;284.66499999999996;0.0;73.32566419160852;235.70386083374123;Forfait Gastronomique;9.273620448461173;1251.5228520994553
AB-09460;Loisirs_Couple;Interne;Haute;Expedia;Intermediaire;Oui;11;F;Moyen;États-Unis;California;Non spécifié;Classique;53;0;0.0;267.32499999999993;0.0;0.0;0.0;Forfait Gastronomique;;0.0
AB-09461;Congressiste;Interne;Haute;Site Web de l'hôtel;Direct;Non;11;F;Faible;Canada;Québec;Québec;Classique;22;7;1871.2749999999996;267.32499999999993;293.1051824197652;51.03393023191269;0.0;Chambre Seule;6.579213872264446;1931.2247698067245
AB-09462;Loisirs_Couple;Interne;Haute;Trip.com;Intermediaire;Oui;11;M;Élevé;Europe;Autre;Non spécifié;Classique;12;0;0.0;267.32499999999993;0.0;0.0;0.0;Forfait Gastronomique;;0.0
AB-09463;Affaires_Solo;Interne;Haute;Autre OTA;Intermediaire;Non;10;M;Faible;Europe;Autre;Non spécifié;Classique;41;7;2114.035;302.005;0.0;73.07086418836013;0.0;Chambre Seule;6.305251318341506;2193.45082798679
AB-09464;Affaires_Solo;Interne;Basse;Courriel à l'hôtel;Direct;Non;2;M;Faible;Canada;Québec;Gatineau;Classique;16;4;999.9399999999999;249.98499999999999;0.0;76.68378059029628;;Chambre Seule;7.759211258405521;1086.8814629315827
AB-09465;Loisirs_Couple;Interne;Haute;Booking.com;Intermediaire;Non;2;M;Élevé;Autre;—;Non spécifié;Classique;21;1;249.98499999999999;249.98499999999999;0.0;87.80574795486636;193.66218197694332;Chambre Seule;8.67228590561109;603.7002340126284
AB-09466;Local_Spa;Externe;Haute;Téléphone à l'hôtel;Direct;Non;4;M;Moyen;États-Unis;California;Non spécifié;Classique;17;0;0.0;302.005;0.0;0.0;119.91447122162543;Chambre Seule;8.388658675044336;143.393163468873
AB-09467;Loisirs_Couple;Interne;Haute;Hotels.com;Intermediaire;Non;6;F;Faible;États-Unis;California;Non spécifié;Classique;37;4;1369.86;342.465;0.0;43.70854718559444;;Chambre Seule;9.057275349538038;1714.0459731207789
AB-09468;Congressiste;Interne;Basse;TripAdvisor;Intermediaire;Non;3;M;Élevé;Canada;Québec;Gatineau;deluxe;73;1;309.28999999999996;309.28999999999996;95.74350090146837;12.030277883154724;0.0;Chambre Seule;7.210028953095326;303.92667526597216
AB-09469;Loisirs_Couple;Interne;Haute;Courriel à l'hôtel;Direct;Non;6;F;Moyen;Autre;—;Non spécifié;deluxe;66;1;372.09;372.09;0.0;;175.0617665632708;Forfait Gastronomique;8.924010154431155;678.1274655529664
AB-09470;Local_Gourmet;Externe;Haute;Téléphone à l'hôtel;Direct;Non;2;F;Faible;Autre;—;Non spécifié;Classique;2;0;0.0;249.98499999999999;0.0;140.1081973654192;0.0;Forfait Gastronomique;5.5095787642233285;153.1763263943121
AB-09471;Local_Spa;Externe;Haute;Autre OTA;Intermediaire;Non;5;M;Élevé;États-Unis;New York;New York;Classique;63;0;0.0;302.005;0.0;0.0;128.92982197487348;Chambre Seule;8.962061716758033;171.732328258195
AB-09472;Local_Gourmet;Externe;Haute;Téléphone à l'hôtel;Direct;Non;7;F;Faible;Canada;Québec;Gatineau;Classique;12;0;0.0;330.9049999999999;0.0;108.2132638426036;0.0;Chambre Seule;5.728010488634826;134.79631550427774
AB-09473;Local_Gourmet;Externe;Haute;Hotels.com;Intermediaire;Non;12;M;Faible;États-Unis;California;Non spécifié;Classique;34;0;0.0;202.29999999999998;0.0;139.19357950325568;25.407198568915888;Chambre Seule;6.394617900412286;167.55938071092083
AB-09474;Local_Gourmet;Externe;Haute;Site Web de l'hôtel;Direct;Non;5;F;Moyen;Canada;Québec;Montréal;Classique;46;0;0.0;302.005;0.0;181.5955992713995;0.0;Forfait Gastronomique;6.535875798062444;194.67821791464235
AB-09475;Affaires_Solo;Interne;Haute;Hotels.com;Intermediaire;Non;6;F;Moyen;Canada;Québec;Québec;Classique;16;1;342.465;342.465;0.0;85.03306672454576;0.0;Chambre Seule;6.323902445721383;414.73303851900766
AB-09476;Affaires_Solo;Interne;Haute;Courriel à l'hôtel;Direct;Non;3;F;Faible;Europe;Autre;Non spécifié;deluxe;79;4;1237.1599999999999;309.28999999999996;0.0;42.60972258367638;43.64759080464049;Chambre Seule;5.580102449169953;1341.088782627179
AB-09477;Local_Gourmet;Externe;Haute;Booking.com;Intermediaire;Oui;8;F;Élevé;États-Unis;New York;Rochester;Classique;9;0;0.0;359.80499999999995;0.0;0.0;0.0;Chambre Seule;;2.7168358450003067
AB-09478;Local_Gourmet;Externe;Basse;Site Web de l'hôtel;Direct;Non;10;F;Élevé;Canada;Québec;Québec;Classique;58;0;0.0;302.005;0.0;159.3739760052121;0.11096306524535893;Chambre Seule;7.531734853350737;191.36358301226483
AB-09479;Congressiste;Interne;Basse;Courriel à l'hôtel;Direct;Non;10;M;Moyen;États-Unis;California;Non spécifié;deluxe;72;7;2296.91;328.13;544.1045200603498;49.93587063234301;22.39097852907657;Chambre Seule;7.9778702289893095;2382.154077392311
AB-09480;Loisirs_Couple;Interne;Haute;Expedia;Intermediaire;Non;2;F;Élevé;Canada;Québec;Montréal;deluxe;66;3;814.83;271.61;0.0;79.33867449981355;160.70522477493913;Forfait Gastronomique;9.00837333269781;1121.4595854516397
AB-09481;Congressiste;Interne;Basse;Courriel à l'hôtel;Direct;Non;12;F;Élevé;Europe;France;Lyon;Classique;51;5;1011.4999999999999;202.29999999999998;308.3703226241489;51.9057904296022;0.0;Chambre Seule;6.751428141376479;1074.434740287953
AB-09482;Local_Gourmet;Externe;Basse;Booking.com;Intermediaire;Oui;8;M;Faible;États-Unis;Autre;Non spécifié;Classique;1;0;0.0;359.80499999999995;0.0;0.0;0.0;Forfait Gastronomique;;0.0
AB-09483;Loisirs_Couple;Interne;Basse;Booking.com;Intermediaire;Non;6;F;Faible;États-Unis;Autre;Non spécifié;Classique;53;8;2739.72;342.465;0.0;;176.0705375017458;Forfait Gastronomique;9.901662285731334;3016.4024865192728
AB-09484;Congressiste;Interne;Basse;Téléphone à l'hôtel;Direct;Non;11;M;Faible;Europe;France;Lyon;Classique;25;1;267.32499999999993;267.32499999999993;215.47254548484736;51.05379257319035;5.93057410085311;Chambre Seule;7.870096809850159;333.94394114453644
AB-09485;Loisirs_Couple;Interne;Haute;TripAdvisor;Intermediaire;Non;6;M;Moyen;Canada;Québec;Québec;Classique;45;2;684.93;342.465;0.0;55.3169079753511;180.8027061457819;Chambre Seule;8.400959252883451;965.901096590949
AB-09486;Loisirs_Couple;Interne;Haute;Booking.com;Intermediaire;Non;4;M;Moyen;États-Unis;Autre;Non spécifié;deluxe;83;3;984.39;328.13;0.0;;182.3942853913861;Forfait Gastronomique;8.649366158831748;1343.8473352192404
AB-09487;Congressiste;Interne;Basse;Hotels.com;Intermediaire;Oui;4;F;Faible;Canada;Québec;Montréal;deluxe;72;0;0.0;328.13;0.0;0.0;0.0;Forfait Gastronomique;;0.0
AB-09488;Congressiste;Interne;Haute;Expedia;Intermediaire;Non;1;M;Élevé;États-Unis;Autre;Non spécifié;Classique;42;1;215.30499999999998;215.30499999999998;188.99531432896248;55.673114569652334;0.0;Chambre Seule;6.5960134631847795;288.4972001417317
AB-09489;Affaires_Solo;Interne;Haute;Courriel à l'hôtel;Direct;Non;7;M;Faible;Canada;Québec;Montréal;Suite junior;88;2;966.3799999999999;483.18999999999994;0.0;78.4755487884228;57.95255651159504;Forfait Gastronomique;6.416824997088392;1123.2392827910144
AB-09490;Local_Spa;Externe;Haute;Booking.com;Intermediaire;Oui;1;M;Faible;Canada;Ontario;Toronto;Classique;23;0;0.0;215.30499999999998;0.0;0.0;0.0;Chambre Seule;;2.688507864009919
AB-09491;Congressiste;Interne;Basse;Site Web de l'hôtel;Direct;Non;12;F;Élevé;États-Unis;New York;Rochester;deluxe;68;2;439.59999999999997;219.79999999999998;167.8939367635622;23.725908461304194;8.885989309011528;Chambre Seule;7.041693922168938;479.34377398249643
AB-09492;Congressiste;Interne;Basse;Booking.com;Intermediaire;Oui;7;F;Élevé;États-Unis;California;Non spécifié;Suite junior;90;0;0.0;483.18999999999994;0.0;0.0;0.0;Forfait Gastronomique;;0.0
AB-09493;Local_Gourmet;Externe;Basse;Courriel à l'hôtel;Direct;Oui;5;M;Élevé;États-Unis;California;Non spécifié;Suite junior;89;0;0.0;440.98999999999995;0.0;0.0;0.0;Forfait Gastronomique;;0.0
AB-09494;Affaires_Solo;Interne;Basse;Site Web de l'hôtel;Direct;Non;2;M;Moyen;Canada;Ontario;Mississauga;Classique;6;1;249.98499999999999;249.98499999999999;0.0;55.86835313741583;0.0;Forfait Gastronomique;6.869266880002343;315.3647486358626
AB-09495;Congressiste;Interne;Basse;Site Web de l'hôtel;Direct;Non;5;F;Élevé;Canada;Ontario;Toronto;deluxe;74;2;656.26;328.13;391.5609041461903;43.04548508795298;14.952306819436364;Chambre Seule;7.637664655732559;713.7863998271835
AB-09496;Congressiste;Interne;Haute;Site Web de l'hôtel;Direct;Non;4;M;Moyen;États-Unis;California;Non spécifié;Classique;52;4;1208.02;302.005;238.89623624630212;55.93059031958859;56.06077893652346;Chambre Seule;5.753498702338752;1330.3283086794374
AB-09497;Local_Spa;Externe;Basse;Téléphone à l'hôtel;Direct;Non;3;M;Faible;Autre;—;Non spécifié;deluxe;66;0;0.0;309.28999999999996;0.0;15.903572251666816;107.7953405482605;Chambre Seule;9.361173976278149;170.05614112284042
AB-09498;Affaires_Solo;Interne;Basse;Courriel à l'hôtel;Direct;Non;3;M;Faible;Canada;Ontario;Toronto;Classique;35;1;284.66499999999996;284.66499999999996;0.0;55.216477664018804;0.0;Chambre Seule;7.474690825928806;352.67480531934166
AB-09499;Congressiste;Interne;Basse;Site Web de l'hôtel;Direct;Non;10;M;Élevé;Europe;Autre;Non spécifié;Classique;1;3;906.015;302.005;113.49763623898139;30.539844444771443;45.76171187496936;Chambre Seule;8.457216077550832;999.7579704127311
AB-09500;Congressiste;Interne;Basse;Booking.com;Intermediaire;Oui;10;M;Moyen;États-Unis;New York;Rochester;Classique;25;0;0.0;302.005;0.0;0.0;0.0;Chambre Seule;;16.651423825437814
AB-09501;Loisirs_Couple;Interne;Haute;Téléphone à l'hôtel;Direct;Non;11;Autre;Moyen;États-Unis;California;Non spécifié;Classique;36;4;1069.2999999999997;267.32499999999993;0.0;;171.15737394361045;Forfait Gastronomique;9.010318548289197;1420.1323964874316
AB-09502;Local_Spa;Externe;Basse;TripAdvisor;Intermediaire;Non;4;F;Faible;Canada;Québec;Québec;Suite exécutive;96;0;0.0;854.81;0.0;21.65094109547058;115.30392949840522;Chambre Seule;9.209778203651524;186.93817575283424
AB-09503;Loisirs_Couple;Interne;Basse;Booking.com;Intermediaire;Non;9;M;Élevé;Canada;Québec;Québec;Classique;64;2;638.6899999999999;319.34499999999997;0.0;99.9349863221268;212.64113904600117;Forfait Gastronomique;10.0;1026.8077065633993
AB-09504;Loisirs_Couple;Interne;Haute;Autre OTA;Intermediaire;Non;2;M;Moyen;États-Unis;California;Non spécifié;deluxe;84;3;814.83;271.61;0.0;48.00925162358636;191.90027000164065;Chambre Seule;8.7532303865249;1106.863020287314
AB-09505;Local_Gourmet;Externe;Basse;Téléphone à l'hôtel;Direct;Non;11;M;Moyen;États-Unis;California;Non spécifié;deluxe;72;0;0.0;290.44999999999993;0.0;126.47721585909933;43.956803946881955;Forfait Gastronomique;7.170086068011005;214.7491844936643
AB-09506;Local_Spa;Externe;Haute;Courriel à l'hôtel;Direct;Non;9;M;Faible;États-Unis;California;Non spécifié;Classique;65;0;0.0;319.34499999999997;0.0;27.92446454378716;;Chambre Seule;6.807349619550859;169.86515946762106
AB-09507;Affaires_Solo;Interne;Basse;Courriel à l'hôtel;Direct;Non;7;F;Moyen;Canada;Québec;Gatineau;Suite junior;86;1;483.18999999999994;483.18999999999994;0.0;55.65621501711864;0.0;Forfait Gastronomique;8.027160159006645;543.2016262087349
AB-09508;Loisirs_Couple;Interne;Haute;Courriel à l'hôtel;Direct;Non;5;F;Élevé;Canada;Ontario;Ottawa;Suite junior;90;3;1322.9699999999998;440.98999999999995;0.0;89.45203297194467;206.04781510443695;Forfait Gastronomique;9.140052042960134;1696.5011085002463
AB-09509;Congressiste;Interne;Basse;Courriel à l'hôtel;Direct;Non;11;F;Faible;Europe;Autre;Non spécifié;Classique;14;1;267.32499999999993;267.32499999999993;116.07382569529685;78.09758101641805;27.43100378898741;Chambre Seule;7.613791767675447;384.85560970376434
AB-09510;Congressiste;Interne;Basse;Airbnb;Intermediaire;Non;6;M;Élevé;États-Unis;New York;Rochester;deluxe;85;4;1488.36;372.09;612.1384758601795;67.1925345601947;0.0;Chambre Seule;8.12668138078522;1570.5632783668095
AB-09511;Loisirs_Couple;Interne;Haute;Téléphone à l'hôtel;Direct;Non;9;F;Faible;États-Unis;New York;Rochester;Classique;16;5;1596.725;319.34499999999997;0.0;94.65811666222172;;Forfait Gastronomique;8.875384918167605;2008.3470871564762
AB-09512;Congressiste;Interne;Basse;Téléphone à l'hôtel;Direct;Non;5;F;Élevé;États-Unis;New York;New York;Classique;60;4;1208.02;302.005;361.2294379188107;33.61233147407965;16.82898338235782;Chambre Seule;6.848992496817151;1256.673229681607
AB-09513;Affaires_Solo;Interne;Basse;Airbnb;Intermediaire;Non;5;Autre;Moyen;Europe;France;Paris;Classique;64;1;302.005;302.005;0.0;71.8551925574775;0.0;Forfait Gastronomique;6.500152322950378;390.8383092560949
AB-09514;Local_Gourmet;Externe;Haute;Expedia;Intermediaire;Oui;10;M;Élevé;Europe;Autre;Non spécifié;deluxe;68;0;0.0;328.13;0.0;0.0;0.0;Chambre Seule;;0.0
AB-09515;Affaires_Solo;Interne;Haute;Téléphone à l'hôtel;Direct;Non;8;M;Élevé;Europe;Autre;Non spécifié;Classique;15;1;359.80499999999995;359.80499999999995;0.0;41.62798086176763;0.0;Chambre Seule;5.994399651673822;407.67120189683175
AB-09516;Local_Gourmet;Externe;Basse;Expedia;Intermediaire;Oui;8;F;Élevé;Canada;Ontario;Mississauga;Classique;34;0;0.0;359.80499999999995;0.0;0.0;0.0;Forfait Gastronomique;;0.0
AB-09517;Affaires_Solo;Interne;Haute;Téléphone à l'hôtel;Direct;Oui;9;M;Faible;Europe;France;Paris;deluxe;76;0;0.0;346.96999999999997;0.0;0.0;0.0;Chambre Seule;;18.47866995702103
AB-09518;Local_Gourmet;Externe;Haute;Booking.com;Intermediaire;Oui;5;M;Moyen;États-Unis;Autre;Non spécifié;Classique;49;0;0.0;302.005;0.0;0.0;0.0;Chambre Seule;;11.905296437176766
AB-09519;Affaires_Solo;Interne;Haute;Booking.com;Intermediaire;Non;8;F;Faible;États-Unis;California;Non spécifié;Classique;21;2;719.6099999999999;359.80499999999995;0.0;40.4922041369252;0.0;Chambre Seule;5.891322121991357;762.1445723668644
AB-09520;Affaires_Solo;Interne;Basse;Trip.com;Intermediaire;Oui;8;M;Élevé;États-Unis;Autre;Non spécifié;deluxe;66;0;0.0;390.92999999999995;0.0;0.0;0.0;Chambre Seule;;0.0
AB-09521;Loisirs_Couple;Interne;Haute;Site Web de l'hôtel;Direct;Non;9;F;Faible;Europe;Autre;Non spécifié;Classique;36;1;319.34499999999997;319.34499999999997;0.0;99.65170455382616;132.84942482829175;Forfait Gastronomique;9.02971736776635;611.962170900185
AB-09522;Loisirs_Couple;Interne;Basse;Hotels.com;Intermediaire;Non;7;M;Moyen;Europe;France;Marseille;Classique;46;5;1654.5249999999996;330.9049999999999;0.0;113.50628404422676;166.80531670973653;Forfait Gastronomique;10.0;2016.0535286729958
AB-09523;Affaires_Solo;Interne;Haute;TripAdvisor;Intermediaire;Non;11;F;Moyen;États-Unis;New York;Rochester;Classique;51;3;801.9749999999998;267.32499999999993;0.0;54.989604308054496;0.0;Chambre Seule;5.605996978694144;872.0011672969733
AB-09524;Affaires_Solo;Interne;Basse;Autre OTA;Intermediaire;Non;9;M;Élevé;Canada;Ontario;Mississauga;Classique;49;2;638.6899999999999;319.34499999999997;0.0;66.92220337095722;0.0;Chambre Seule;7.308972994872849;734.022450382019
AB-09525;Loisirs_Couple;Interne;Basse;Google;Intermediaire;Oui;8;F;Faible;Canada;Québec;Montréal;deluxe;84;0;0.0;390.92999999999995;0.0;0.0;0.0;Forfait Gastronomique;;0.0
AB-09526;Congressiste;Interne;Haute;Autre OTA;Intermediaire;Non;5;M;Élevé;États-Unis;Autre;Non spécifié;Suite junior;87;4;1763.9599999999998;440.98999999999995;349.35884495822876;55.43246246372647;0.0;Chambre Seule;5.866929267664274;1816.741840405111
AB-09527;Affaires_Solo;Interne;Haute;Courriel à l'hôtel;Direct;Non;5;F;Faible;Europe;Autre;Non spécifié;Classique;31;4;1208.02;302.005;0.0;62.509472868235314;0.0;Chambre Seule;4.972194921769711;1264.8910089745254
AB-09528;Congressiste;Interne;Basse;Courriel à l'hôtel;Direct;Non;8;F;Élevé;Canada;Québec;Québec;Classique;43;4;1439.2199999999998;359.80499999999995;355.11609178047274;42.66294613471074;20.147523577769594;Forfait Gastronomique;8.883185291578851;1516.758627895777
AB-09529;Congressiste;Interne;Basse;Téléphone à l'hôtel;Direct;Non;4;M;Faible;Europe;France;Marseille;Classique;42;4;1208.02;302.005;357.08273884228277;16.098598744869822;0.0;Chambre Seule;7.568011067484751;1227.4844941174006
AB-09530;Congressiste;Interne;Basse;Courriel à l'hôtel;Direct;Non;1;F;Faible;États-Unis;New York;New York;Suite senior;93;2;856.7499999999999;428.37499999999994;173.04634122162864;60.655717047173255;11.407826448967269;Chambre Seule;7.537615214550577;936.7819519008281
AB-09531;Affaires_Solo;Interne;Haute;Site Web de l'hôtel;Direct;Non;3;F;Élevé;États-Unis;California;Non spécifié;deluxe;80;1;309.28999999999996;309.28999999999996;0.0;69.74568835035366;0.0;Forfait Gastronomique;6.1156575505730855;394.10284346662195
AB-09532;Local_Spa;Externe;Haute;Booking.com;Intermediaire;Non;12;M;Moyen;Canada;Québec;Québec;deluxe;80;0;0.0;219.79999999999998;0.0;;113.38577418489203;Chambre Seule;8.40057638010797;159.72479249250628
AB-09533;Congressiste;Interne;Haute;Courriel à l'hôtel;Direct;Non;5;M;Faible;Europe;France;Marseille;Classique;29;2;604.01;302.005;11.02232389102702;57.15295921778929;0.0;Chambre Seule;5.737798815682579;651.6216310466998
AB-09534;Local_Gourmet;Externe;Basse;Site Web de l'hôtel;Direct;Non;4;M;Faible;Canada;Ontario;Ottawa;Classique;28;0;0.0;302.005;0.0;173.80937097383617;3.277804904460855;Chambre Seule;7.028237712062145;189.48173416800776
AB-09535;Loisirs_Couple;Interne;Haute;Google;Intermediaire;Non;1;M;Élevé;Europe;France;Marseille;Classique;55;3;645.915;215.30499999999998;0.0;51.78009774338405;182.52367425723952;Forfait Gastronomique;9.100352026162417;948.3553199933644
AB-09536;Local_Spa;Externe;Haute;Site Web de l'hôtel;Direct;Non;8;F;Moyen;Europe;France;Marseille;deluxe;78;0;0.0;390.92999999999995;0.0;39.665457464211556;134.98602538265646;Chambre Seule;8.474529172312904;214.4364493695003
AB-09537;Loisirs_Couple;Interne;Haute;Booking.com;Intermediaire;Non;11;F;Moyen;Canada;Ontario;Toronto;deluxe;70;4;1161.7999999999997;290.44999999999993;0.0;99.78331512597138;145.84383426507222;Forfait Gastronomique;7.995259843117738;1453.1765704195805
AB-09538;Loisirs_Couple;Interne;Basse;Hotels.com;Intermediaire;Non;6;F;Faible;Canada;Québec;Laval;Classique;43;1;342.465;342.465;0.0;72.54790576750872;156.8826942369117;Forfait Gastronomique;10.0;636.4005731287488
AB-09539;Affaires_Solo;Interne;Haute;Autre OTA;Intermediaire;Non;7;F;Élevé;Autre;—;Non spécifié;Classique;8;3;992.7149999999997;330.9049999999999;0.0;90.91644369079772;;Forfait Gastronomique;6.129244441422326;1100.607379775953
AB-09540;Congressiste;Interne;Basse;Courriel à l'hôtel;Direct;Non;11;M;Élevé;Canada;Québec;Québec;deluxe;75;3;871.3499999999998;290.44999999999993;1741.198587263877;36.58302839848991;0.0;Chambre Seule;7.67298523956761;908.5755331604277
AB-09541;Congressiste;Interne;Basse;Autre OTA;Intermediaire;Non;5;F;Faible;Europe;Autre;Non spécifié;Classique;4;1;302.005;302.005;177.29942066973751;47.23987676232498;2.417267572170478;Chambre Seule;8.0304245200313;360.3977525404272
AB-09542;Affaires_Solo;Interne;Haute;Trivago;Intermediaire;Non;6;F;Faible;États-Unis;New York;Buffalo;Classique;34;1;342.465;342.465;0.0;60.71094170163941;0.0;Chambre Seule;5.819019969016212;403.50883673270215
AB-09543;Loisirs_Couple;Interne;Haute;Booking.com;Intermediaire;Oui;5;F;Moyen;États-Unis;New York;New York;Classique;56;0;0.0;302.005;0.0;0.0;;Forfait Gastronomique;;7.831556560131748
AB-09544;Affaires_Solo;Interne;Haute;Site Web de l'hôtel;Direct;Non;11;M;Moyen;États-Unis;California;Non spécifié;deluxe;82;3;871.3499999999998;290.44999999999993;0.0;57.5287607776134;0.0;Chambre Seule;5.9665515619258525;928.9428671034008
AB-09545;Affaires_Solo;Interne;Basse;Courriel à l'hôtel;Direct;Non;10;F;Élevé;Canada;Autre;Non spécifié;Classique;22;1;302.005;302.005;0.0;59.86383612585632;23.587920453817706;Chambre Seule;7.970590773672861;412.6057112628642
AB-09546;Affaires_Solo;Interne;Basse;Trivago;Intermediaire;Non;11;M;Faible;Canada;Ontario;Mississauga;deluxe;81;3;871.3499999999998;290.44999999999993;0.0;91.69130462324087;0.0;Forfait Gastronomique;6.945645016533769;970.952972110607
AB-09547;Affaires_Solo;Interne;Haute;Booking.com;Intermediaire;Non;10;F;Moyen;Canada;Québec;Laval;Classique;51;1;302.005;302.005;0.0;52.944114753821125;0.0;Forfait Gastronomique;5.835101389856796;366.9562275962567
AB-09548;Affaires_Solo;Interne;Haute;Expedia;Intermediaire;Non;3;Autre;Faible;États-Unis;Autre;Non spécifié;Classique;56;1;284.66499999999996;284.66499999999996;0.0;63.367827670000906;0.0;Forfait Gastronomique;5.8708498517593695;361.82984996682916
